"","Produkt","Kategoria","Segment","Sprzedaz2013","Sprzedaz2014","Marza2013","Marza2014","Sztuki2013","Sztuki2014"
"5676","Produkt 22","Colour","Lip products","511","404",229,154,189,156
"5677","Produkt 27","Colour","Eye make-up","783","322",351,118,272,117
"5678","Produkt 2","Colour","Facial make-up","194","9",85,-53,73,3
"5679","Produkt 7","Colour","Nail products","637","396",286,129,293,170
"5680","Produkt 12","Colour","Lip products","978","248",440,43,369,97
"5681","Produkt 17","Colour","Eye make-up","118","643",53,281,45,218
"5682","Produkt 22","Colour","Facial make-up","714","922",321,386,260,374
"5683","Produkt 27","Colour","Nail products","812","1,004",365,388,338,412
"5684","Produkt 2","Colour","Lip products","238","1,012",107,423,90,358
"5685","Produkt 7","Colour","Eye make-up","378","149",169,21,129,65
"5686","Produkt 12","Colour","Facial make-up","900","808",404,344,318,312
"5687","Produkt 17","Colour","Nail products","687","893",308,384,231,445
"5688","Produkt 22","Colour","Lip products","202","678",90,276,95,263
"5689","Produkt 27","Colour","Eye make-up","253","997",112,399,92,448
"5690","Produkt 2","Colour","Facial make-up","272","1,042",121,434,102,382
"5691","Produkt 7","Colour","Nail products","130","679",57,283,50,306
"5692","Produkt 12","Colour","Lip products","879","681",394,247,379,289
"5693","Produkt 17","Colour","Eye make-up","34","963",14,365,12,408
"5694","Produkt 22","Colour","Facial make-up","252","818",114,325,94,292
"5695","Produkt 27","Colour","Nail products","815","1,033",365,407,298,446
"5696","Produkt 2","Colour","Lip products","443","827",198,338,175,360
"5697","Produkt 7","Colour","Eye make-up","19","359",8,127,8,123
"5698","Produkt 12","Colour","Facial make-up","363","25",163,-45,174,11
"5699","Produkt 17","Colour","Nail products","683","177",307,26,262,65
"5700","Produkt 22","Colour","Lip products","793","38",356,-32,297,17
"5701","Produkt 27","Colour","Eye make-up","432","274",194,85,163,127
"5702","Produkt 2","Colour","Facial make-up","52","486",22,173,25,212
"5703","Produkt 7","Colour","Nail products","439","255",197,37,174,94
"5704","Produkt 12","Colour","Lip products","239","793",106,324,106,287
"5705","Produkt 17","Colour","Eye make-up","844","267",380,85,319,94
"5706","Produkt 22","Colour","Facial make-up","102","748",45,310,38,291
"5707","Produkt 27","Colour","Nail products","307","115",137,21,111,48
"5708","Produkt 2","Colour","Lip products","544","70",243,-34,192,28
"5709","Produkt 7","Colour","Eye make-up","733","842",329,312,346,287
"5710","Produkt 12","Colour","Facial make-up","749","253",335,99,302,116
"5711","Produkt 17","Colour","Nail products","128","304",57,125,55,113
"5712","Produkt 22","Colour","Facial make-up","437","993",196,390,191,447
"5713","Produkt 27","Colour","Nail products","191","781",86,289,64,309
"5714","Produkt 2","Colour","Lip products","511","748",229,294,231,295
"5715","Produkt 7","Colour","Eye make-up","768","598",345,251,309,262
"5716","Produkt 12","Colour","Facial make-up","555","375",248,128,195,175
"5717","Produkt 17","Colour","Nail products","741","575",332,186,308,210
"5718","Produkt 22","Colour","Lip products","178","1,042",80,422,87,385
"5719","Produkt 27","Colour","Eye make-up","512","910",230,369,250,308
"5720","Produkt 2","Colour","Facial make-up","407","505",183,210,187,192
"5721","Produkt 7","Colour","Nail products","567","1,086",254,448,265,480
"5722","Produkt 12","Colour","Lip products","567","75",255,-35,218,25
"5723","Produkt 17","Colour","Eye make-up","780","922",350,363,354,441
"5724","Produkt 22","Colour","Facial make-up","629","956",283,371,259,476
"5725","Produkt 27","Colour","Nail products","82","867",37,319,30,303
"5726","Produkt 2","Colour","Lip products","563","375",253,149,251,155
"5727","Produkt 7","Colour","Eye make-up","324","302",145,94,135,110
"5728","Produkt 12","Colour","Facial make-up","169","784",75,337,68,262
"5729","Produkt 17","Colour","Nail products","471","729",212,257,227,253
"5730","Produkt 22","Colour","Lip products","927","115",417,-17,339,55
"5731","Produkt 27","Colour","Eye make-up","216","1,041",97,402,85,417
"5732","Produkt 2","Colour","Facial make-up","542","735",243,294,261,288
"5733","Produkt 7","Colour","Nail products","70","388",31,124,30,174
"5734","Produkt 12","Colour","Lip products","355","949",159,401,164,473
"5735","Produkt 17","Colour","Eye make-up","818","686",366,267,284,243
"5736","Produkt 22","Colour","Facial make-up","203","433",91,184,96,183
"5737","Produkt 27","Colour","Nail products","410","807",183,321,155,398
"5738","Produkt 2","Colour","Lip products","608","451",272,153,204,160
"5739","Produkt 7","Colour","Eye make-up","31","298",13,106,11,127
"5740","Produkt 12","Colour","Facial make-up","420","733",188,285,187,253
"5741","Produkt 17","Colour","Nail products","741","620",333,274,368,265
"5742","Produkt 22","Colour","Lip products","873","587",392,223,394,200
"5743","Produkt 27","Colour","Eye make-up","501","493",224,182,170,200
"5744","Produkt 2","Colour","Facial make-up","768","873",344,375,316,388
"5745","Produkt 7","Colour","Nail products","188","824",84,344,63,339
"5746","Produkt 12","Colour","Lip products","548","993",246,396,201,458
"5747","Produkt 17","Colour","Eye make-up","562","424",251,130,259,149
"5748","Produkt 22","Colour","Facial make-up","868","1,020",390,385,310,344
"5749","Produkt 27","Colour","Nail products","240","233",107,77,98,95
"5750","Produkt 2","Colour","Lip products","40","1,043",16,434,20,378
"5751","Produkt 7","Colour","Eye make-up","292","481",130,164,129,193
"5752","Produkt 12","Colour","Facial make-up","316","424",142,155,108,211
"5753","Produkt 17","Colour","Nail products","516","410",231,156,213,173
"5754","Produkt 22","Colour","Lip products","839","508",377,193,407,233
"5755","Produkt 27","Colour","Eye make-up","94","183",41,18,37,77
"5756","Produkt 2","Colour","Facial make-up","441","374",198,105,219,132
"5757","Produkt 7","Colour","Nail products","990","1,059",444,442,431,472
"5758","Produkt 12","Colour","Lip products","107","861",47,345,39,319
"5759","Produkt 17","Colour","Eye make-up","551","713",248,290,184,291
"5760","Produkt 22","Colour","Facial make-up","770","1,086",345,467,258,400
"5761","Produkt 27","Colour","Nail products","645","118",289,41,272,42
"5762","Produkt 2","Colour","Lip products","251","895",112,378,88,318
"5763","Produkt 7","Colour","Eye make-up","603","481",272,143,210,164
"5764","Produkt 12","Colour","Facial make-up","448","634",201,219,176,247
"5765","Produkt 17","Colour","Nail products","666","482",299,197,313,192
"5766","Produkt 22","Colour","Lip products","646","125",289,43,246,47
"5767","Produkt 27","Colour","Eye make-up","174","696",78,243,78,329
"5768","Produkt 2","Colour","Facial make-up","674","246",303,87,250,82
"5769","Produkt 7","Colour","Nail products","534","644",238,233,200,240
"5770","Produkt 12","Colour","Lip products","549","626",245,216,191,221
"5771","Produkt 17","Colour","Eye make-up","825","21",371,-8,305,7
"5772","Produkt 22","Colour","Facial make-up","650","1,012",292,395,286,352
"5773","Produkt 27","Colour","Nail products","498","35",223,-47,193,16
"5774","Produkt 2","Colour","Lip products","913","739",410,268,440,366
"5775","Produkt 7","Colour","Eye make-up","585","64",263,-9,253,22
"5776","Produkt 12","Colour","Facial make-up","257","652",116,272,102,286
"5777","Produkt 17","Colour","Nail products","49","351",21,102,19,163
"5778","Produkt 22","Colour","Lip products","52","431",22,144,25,164
"5779","Produkt 27","Colour","Eye make-up","11","945",4,360,4,379
"5780","Produkt 2","Colour","Facial make-up","870","663",390,264,358,240
"5781","Produkt 7","Colour","Nail products","739","81",332,-15,265,29
"5782","Produkt 12","Colour","Lip products","904","449",406,174,388,213
"5783","Produkt 17","Colour","Eye make-up","141","755",63,273,55,367
"5784","Produkt 22","Colour","Facial make-up","780","964",350,410,267,333
"5785","Produkt 27","Colour","Nail products","533","185",238,58,232,72
"5786","Produkt 2","Colour","Lip products","41","719",19,282,14,261
"5787","Produkt 7","Colour","Eye make-up","517","463",231,138,197,205
"5788","Produkt 12","Colour","Facial make-up","45","568",19,231,15,207
"5789","Produkt 17","Colour","Nail products","758","443",341,175,270,213
"5790","Produkt 22","Colour","Lip products","832","631",374,219,321,312
"5791","Produkt 27","Colour","Eye make-up","883","655",396,213,329,292
"5792","Produkt 2","Colour","Facial make-up","961","815",431,338,408,275
"5793","Produkt 7","Colour","Nail products","440","781",196,289,198,269
"5794","Produkt 12","Colour","Lip products","365","351",163,133,135,120
"5795","Produkt 17","Colour","Eye make-up","119","647",52,243,49,307
"5796","Produkt 22","Colour","Facial make-up","497","171",222,21,188,83
"5797","Produkt 27","Colour","Nail products","392","1,001",175,403,184,400
"5798","Produkt 2","Colour","Lip products","241","865",107,348,81,343
"5799","Produkt 7","Colour","Eye make-up","470","528",211,212,188,225
"5800","Produkt 12","Colour","Facial make-up","968","636",435,257,396,289
"5801","Produkt 17","Colour","Nail products","475","323",214,108,172,141
"5802","Produkt 22","Colour","Lip products","268","852",121,328,116,389
"5803","Produkt 27","Colour","Eye make-up","344","922",153,378,151,367
"5804","Produkt 2","Colour","Facial make-up","207","416",93,138,81,169
"5805","Produkt 7","Colour","Nail products","102","1,008",45,387,49,412
"5806","Produkt 12","Colour","Lip products","726","453",326,139,314,161
"5807","Produkt 17","Colour","Eye make-up","709","206",318,66,300,84
"5808","Produkt 22","Colour","Facial make-up","846","577",379,193,340,288
"5809","Produkt 27","Colour","Nail products","686","17",307,-47,340,6
"5810","Produkt 2","Colour","Lip products","249","643",111,234,121,321
"5811","Produkt 7","Colour","Eye make-up","548","1,017",246,412,255,430
"5812","Produkt 12","Colour","Facial make-up","679","1,092",304,479,266,514
"5813","Produkt 17","Colour","Nail products","901","229",405,39,401,90
"5814","Produkt 22","Colour","Lip products","197","573",88,190,82,208
"5815","Produkt 27","Colour","Eye make-up","979","489",439,193,438,178
"5816","Produkt 2","Colour","Facial make-up","937","791",420,345,413,351
"5817","Produkt 7","Colour","Nail products","749","372",336,106,274,130
"5818","Produkt 12","Colour","Lip products","503","971",226,380,176,402
"5819","Produkt 17","Colour","Eye make-up","428","610",191,200,150,303
"5820","Produkt 22","Colour","Facial make-up","55","817",24,317,24,366
"5821","Produkt 27","Colour","Nail products","964","224",432,35,408,82
"5822","Produkt 2","Colour","Lip products","577","412",258,125,284,138
"5823","Produkt 7","Colour","Eye make-up","187","220",83,87,85,97
"5824","Produkt 7","Colour","Eye make-up","6","749",2,256,2,363
"5825","Produkt 12","Colour","Facial make-up","888","23",400,-43,297,10
"5826","Produkt 17","Colour","Nail products","100","486",45,196,42,174
"5827","Produkt 22","Colour","Lip products","707","555",318,213,248,234
"5828","Produkt 27","Colour","Eye make-up","109","96",48,-13,50,33
"5829","Produkt 2","Colour","Facial make-up","511","529",229,166,227,203
"5830","Produkt 7","Colour","Nail products","326","1,005",145,396,139,490
"5831","Produkt 12","Colour","Lip products","76","1,067",33,459,28,466
"5832","Produkt 17","Colour","Eye make-up","839","695",376,254,324,321
"5833","Produkt 22","Colour","Facial make-up","402","307",180,107,138,106
"5834","Produkt 27","Colour","Nail products","971","542",436,237,404,225
"5835","Produkt 2","Colour","Lip products","257","314",115,81,103,134
"5836","Produkt 7","Colour","Eye make-up","855","954",384,390,408,396
"5837","Produkt 12","Colour","Facial make-up","334","12",149,-7,154,4
"5838","Produkt 17","Colour","Nail products","631","31",283,-10,227,10
"5839","Produkt 22","Colour","Lip products","897","1,042",402,418,369,418
"5840","Produkt 27","Colour","Eye make-up","740","387",332,104,301,139
"5841","Produkt 2","Colour","Facial make-up","963","1,074",433,430,346,485
"5842","Produkt 7","Colour","Nail products","543","1,040",244,418,249,430
"5843","Produkt 12","Colour","Lip products","632","537",284,189,259,234
"5844","Produkt 17","Colour","Eye make-up","434","370",195,106,178,125
"5845","Produkt 22","Colour","Facial make-up","256","20",115,-40,107,9
"5846","Produkt 27","Colour","Nail products","439","568",196,224,153,223
"5847","Produkt 2","Colour","Lip products","507","175",226,56,225,62
"5848","Produkt 7","Colour","Eye make-up","231","1,065",103,450,101,451
"5849","Produkt 12","Colour","Facial make-up","100","238",45,41,34,92
"5850","Produkt 17","Colour","Nail products","215","423",96,164,79,193
"5851","Produkt 22","Colour","Lip products","545","49",245,4,204,17
"5852","Produkt 27","Colour","Eye make-up","14","139",5,50,6,57
"5853","Produkt 2","Colour","Facial make-up","907","106",407,2,419,38
"5854","Produkt 7","Colour","Nail products","61","536",26,197,22,222
"5855","Produkt 12","Colour","Lip products","563","117",253,-3,206,52
"5856","Produkt 17","Colour","Eye make-up","616","194",277,64,286,68
"5857","Produkt 22","Colour","Facial make-up","355","693",159,301,166,341
"5858","Produkt 27","Colour","Nail products","422","350",188,84,153,156
"5859","Produkt 2","Colour","Lip products","696","299",313,121,302,121
"5860","Produkt 7","Colour","Eye make-up","974","550",436,197,477,235
"5861","Produkt 12","Colour","Facial make-up","470","172",210,42,210,80
"5862","Produkt 17","Colour","Nail products","912","100",410,-14,312,35
"5863","Produkt 22","Colour","Lip products","211","168",94,25,88,62
"5864","Produkt 27","Colour","Eye make-up","428","534",192,172,187,250
"5865","Produkt 2","Colour","Facial make-up","344","1,089",153,427,152,375
"5866","Produkt 7","Colour","Nail products","483","377",216,141,231,155
"5867","Produkt 12","Colour","Lip products","605","47",270,-39,259,21
"5868","Produkt 17","Colour","Eye make-up","249","1,095",111,453,96,424
"5869","Produkt 22","Colour","Facial make-up","938","681",422,284,320,255
"5870","Produkt 27","Colour","Nail products","164","880",73,350,71,438
"5871","Produkt 2","Colour","Lip products","837","572",376,195,305,211
"5872","Produkt 7","Colour","Eye make-up","55","438",24,126,21,213
"5873","Produkt 12","Colour","Facial make-up","815","1,080",365,410,390,475
"5874","Produkt 17","Colour","Nail products","990","73",445,16,474,26
"5875","Produkt 22","Colour","Lip products","506","28",226,-35,221,12
"5876","Produkt 27","Colour","Eye make-up","691","543",311,175,345,185
"5877","Produkt 2","Colour","Facial make-up","608","610",272,228,265,238
"5878","Produkt 7","Colour","Nail products","579","194",259,16,259,68
"5879","Produkt 12","Colour","Lip products","831","190",373,57,390,84
"5880","Produkt 17","Colour","Eye make-up","40","651",16,247,16,282
"5881","Produkt 22","Colour","Facial make-up","223","1,071",100,415,87,491
